Policy,Stage,Episode,Start,Pretrain loss,Pretrain expert loss,Pretrain gate loss,Pretrain allocation loss,Pretrain MMD loss,Mean reward,Final wealth,Critic explained variance,Validation feasible,Validation violation score,Validation annualised return,Validation return LCB,Validation Sharpe,KL coefficient,Stop for KL,Lambda cvar,Lambda drawdown,Lambda turnover,Lambda hhi,Loss,Policy loss,Value loss,Quantile loss,Cost value loss,Direct utility loss,Expert auxiliary loss,Gate auxiliary loss,Approximate KL,Clip fraction,Gradient norm,Mean optimiser-base reliance,Mean temporal-return gate,Mean risk-expert usage,Mean predictive-return gate,Temporal mode,Uses risk graph,Uses predictive graph,Policy seed,Window
X-GAT-DRL (Hybrid),ppo,2,1530.0,,,,,,0.0015319782327573549,1.5330825015689067,-0.5264686498462172,,,,,,0.0675,True,0.0,0.0,0.0,0.0,0.1053975559771061,0.01370152272284031,0.051671745255589485,0.07971632480621338,0.21593595296144485,0.0,1.1913212537765503,0.0,0.015265247784554958,0.21875,3.7856165170669556,0.47475428879261017,1.0,1.0,0.0,hybrid,True,True,101,fixed holdout
X-GAT-DRL (Hybrid),ppo,3,1777.0,,,,,,-0.018047235603558597,1.4971337916964285,0.20298045796424047,,,,,,0.10125,True,0.0,0.0,0.0,0.0,0.17108935117721558,0.0013984069228172302,0.04653055593371391,0.13087905198335648,0.5050854682922363,0.0,1.7699579000473022,0.0036350524751469493,0.012572555802762508,0.203125,4.257973670959473,0.4748488813638687,0.9974685609340668,1.0,0.002531479753088206,hybrid,True,True,101,fixed holdout
X-GAT-DRL (Hybrid),ppo,4,2056.0,,,,,,0.007058958438920173,1.5587647296355926,-0.042850974352993454,1.0,-0.0,0.021481297120137022,-0.05094065961026362,0.37805468812941373,0.151875,True,0.0,0.0,0.0,0.0,0.09615453332662582,0.03948125243186951,0.05641498416662216,0.07267772033810616,0.04192239511758089,0.0,1.7211273908615112,0.0,0.019421552773565054,0.2421875,4.149428486824036,0.47496388852596283,1.0,1.0,0.0,hybrid,True,True,101,fixed holdout
X-GAT-DRL (Hybrid),ppo,5,1561.0,,,,,,-0.008286554692151425,1.4898569622912963,-0.11086339314440052,,,,,,0.22781250000000003,True,0.0,0.0,0.0,0.0,0.08804801851511002,0.013171817176043987,0.025614984333515167,0.06051500327885151,0.1978599950671196,0.0,1.0664003789424896,0.0,0.021086975000798702,0.265625,4.148741841316223,0.4750818759202957,1.0,1.0,0.0,hybrid,True,True,101,fixed holdout
X-GAT-DRL (Hybrid),ppo,6,846.0,,,,,,-0.005654923037312208,1.2235788376035763,-0.3135385289855568,,,,,,0.34171875000000007,True,0.0,0.0,0.0,0.0,0.49926120042800903,0.017493829131126404,0.17842372506856918,0.14711040258407593,1.3621508479118347,0.0,4.530536413192749,0.12624506279826164,0.016321700997650623,0.1171875,4.559438705444336,0.47501401603221893,0.9105314612388611,1.0,0.08946859464049339,hybrid,True,True,101,fixed holdout
X-GAT-DRL (Hybrid),ppo,7,387.0,,,,,,0.010808149602625423,0.9483901686382812,0.047753968598998275,,,,,,0.5125781250000001,True,0.0,0.0,0.0,0.0,0.12240020185709,-0.00047208182513713837,0.06466633081436157,0.05053642764687538,0.24445590376853943,0.0,2.8731735944747925,0.08017191663384438,0.007506628055125475,0.109375,3.9329581260681152,0.4750571697950363,0.9446881711483002,1.0,0.055311840027570724,hybrid,True,True,101,fixed holdout
X-GAT-DRL (Hybrid),ppo,8,403.0,,,,,,-0.007745373863309257,0.9324503226779083,0.12487782736553621,,,,,,0.7688671875000002,True,0.0,0.0,0.0,0.0,0.12909747287631035,-0.004784438759088516,0.08165167272090912,0.089051004499197,0.23099857568740845,0.0,2.908657431602478,0.08566798269748688,0.011857794597744942,0.140625,4.292389512062073,0.4750627428293228,0.9408986568450928,1.0,0.059101320803165436,hybrid,True,True,101,fixed holdout
X-GAT-DRL (Hybrid),ppo,9,1213.0,,,,,,-0.00817520047639369,1.3753547368144325,0.2527845393307576,1.0,-0.0,0.020686627837879445,-0.051392438945778274,0.3657568040490315,1.1533007812500002,True,0.0,0.0,0.0,0.0,0.21756095811724663,0.00639989972114563,0.028481912799179554,0.043843287974596024,0.6650687456130981,0.0,1.3454341292381287,0.0,0.025521649047732353,0.25,4.368061304092407,0.47513820230960846,1.0,1.0,0.0,hybrid,True,True,101,fixed holdout
X-GAT-DRL (Hybrid),ppo,10,1793.0,,,,,,-0.02506311070600135,1.4676736978399798,0.015361812532971975,,,,,,1.7299511718750002,True,0.0,0.0,0.0,0.0,0.2776089310646057,0.017784729599952698,0.15718974173069,0.11259790509939194,0.5779072046279907,0.0,1.6431546211242676,0.0036275084130465984,0.01619906071573496,0.25,4.408837556838989,0.47507867217063904,0.9974586963653564,1.0,0.0025412923423573375,hybrid,True,True,101,fixed holdout
X-GAT-DRL (Hybrid),ppo,11,1310.0,,,,,,-0.02045816544328259,1.3687145645444228,0.14182643747079426,,,,,,2.5949267578125004,True,0.0,0.0,0.0,0.0,0.3813580870628357,0.01405586302280426,0.08356113731861115,0.0849618911743164,1.1071094274520874,0.0,1.9602137804031372,0.0,0.015511512756347656,0.1875,4.646875381469727,0.47515733540058136,1.0,1.0,0.0,hybrid,True,True,101,fixed holdout
X-GAT-DRL (Hybrid),ppo,12,1913.0,,,,,,-0.04335786120217216,1.324429004632764,0.14818617963116631,,,,,,3.892390136718751,True,0.0,0.0,0.0,0.0,0.24842779338359833,0.0042200107127428055,0.19885273277759552,0.1571279838681221,0.34033429622650146,0.0,2.6402440071105957,0.005861363955773413,0.011859485879540443,0.1796875,5.737267017364502,0.47515343129634857,0.9957650899887085,1.0,0.004234917112626135,hybrid,True,True,101,fixed holdout
X-GAT-DRL (Hybrid),ppo,13,616.0,,,,,,0.010052824628356254,1.122027102496711,-0.36567000579963804,,,,,,5.838585205078126,True,0.0,0.0,0.0,0.0,0.2507704421877861,0.008135363459587097,0.10633336752653122,0.029503767378628254,0.537413477897644,0.0,2.480348825454712,0.012647676281630993,0.008832653518766165,0.140625,5.6511993408203125,0.47521495819091797,0.9911217093467712,1.0,0.00887836399488151,hybrid,True,True,101,fixed holdout
X-GAT-DRL (Hybrid),ppo,14,330.0,,,,,,0.00027456794116993916,0.8902611753660213,0.06136262289448002,1.0,-0.0,0.02002647519201628,-0.05230339412106555,0.35200509822431836,8.75787780761719,True,0.0,0.0,0.0,0.0,0.28475329279899597,-0.003926608711481094,0.10910176113247871,0.059214767068624496,0.5747117400169373,0.0,3.7257782220840454,0.01223841158207506,0.009189484175294638,0.125,6.7247700691223145,0.47536952793598175,0.991258442401886,1.0,0.008741597179323435,hybrid,True,True,101,fixed holdout
X-GAT-DRL (Hybrid),ppo,15,868.0,,,,,,0.00281540091082422,1.1995059328297089,0.06622435069182497,,,,,,13.136816711425784,True,0.0,0.0,0.0,0.0,0.6110284328460693,0.00514321681112051,0.14439478516578674,0.09387995675206184,1.3163337111473083,0.0,4.9030749797821045,0.16891565918922424,0.01664272788912058,0.171875,11.083218574523926,0.47537967562675476,0.8792091608047485,1.0,0.12079078331589699,hybrid,True,True,101,fixed holdout
X-GAT-DRL (Hybrid),ppo,16,1275.0,,,,,,-0.02006184960358168,1.3189730561225166,0.42039445115291474,,,,,,19.705225067138677,True,0.0,0.0,0.0,0.0,0.6955073475837708,0.02063942514359951,0.03741048276424408,0.0623810775578022,1.6737414598464966,0.0,1.7534605860710144,0.0,0.016968199983239174,0.28125,13.182854175567627,0.4754970371723175,1.0,1.0,0.0,hybrid,True,True,101,fixed holdout
X-GAT-DRL (Hybrid),ppo,17,1579.0,,,,,,-0.01701115471027881,1.4741043220800094,0.09688518352628239,,,,,,20.0,True,0.0,0.0,0.0,0.0,0.4678683876991272,0.01922580599784851,0.032238167710602283,0.0650685653090477,0.07974888384342194,0.0,1.1307974457740784,0.0,0.018562729470431805,0.234375,21.982590675354004,0.4755329042673111,1.0,1.0,0.0,hybrid,True,True,101,fixed holdout
X-GAT-DRL (Hybrid),ppo,18,822.0,,,,,,-0.03306857618013542,1.1421087906873726,0.0816903985216767,,,,,,20.0,True,0.0,0.0,0.0,0.0,0.6771188080310822,0.021677613258361816,0.16471387445926666,0.19099834561347961,1.2389945983886719,0.0,3.8844175338745117,0.0720415972173214,0.010993940755724907,0.125,18.70540475845337,0.47533316910266876,0.949684739112854,1.0,0.05031531862914562,hybrid,True,True,101,fixed holdout
X-GAT-DRL (Hybrid),ppo,19,1261.0,,,,,,-0.022605371812507498,1.3317948566106879,-0.03989069910679599,1.0,-0.0,0.020202395526434103,-0.051639285428496384,0.35751918808288574,20.0,True,0.0,0.0,0.0,0.0,0.7349053025245667,0.020485088229179382,0.04485824145376682,0.0737207867205143,1.3953810334205627,0.0,1.66856187582016,0.0,0.01696484861895442,0.1640625,21.317241668701172,0.475396066904068,1.0,1.0,0.0,hybrid,True,True,101,fixed holdout
X-GAT-DRL (Hybrid),ppo,20,2119.0,,,,,,-0.0182836712404554,1.5185019765813592,-0.07145910312489279,,,,,,20.0,True,0.0,0.0,0.0,0.0,0.4536965638399124,0.01607828587293625,0.052987124770879745,0.052084753289818764,0.559315413236618,0.0,1.7726160287857056,0.0036096992262173444,0.012436240445822477,0.21875,19.22622585296631,0.4753059446811676,0.9974949061870575,1.0,0.002505114971427247,hybrid,True,True,101,fixed holdout
X-GAT-DRL (Hybrid),ppo,21,771.0,,,,,,0.01927723206091203,1.268908168303,0.20994462413909454,,,,,,20.0,True,0.0,0.0,0.0,0.0,0.5089865177869797,0.01567285042256117,0.16413526982069016,0.03161142207682133,0.08834754675626755,0.0,2.049163341522217,0.018607646226882935,0.018338962458074093,0.1796875,23.756919860839844,0.47520673274993896,0.9874310195446014,1.0,0.012569000944495201,hybrid,True,True,101,fixed holdout
X-GAT-DRL (Hybrid),ppo,22,1846.0,,,,,,-0.019258890813743546,1.4670553706126086,0.09438810828717192,,,,,,20.0,True,0.0,0.0,0.0,0.0,0.6355007886886597,0.005337890237569809,0.12353994697332382,0.09484224021434784,1.2344300746917725,0.0,2.1519351601600647,0.0,0.011601136066019535,0.1875,18.75419044494629,0.47517232596874237,1.0,1.0,0.0,hybrid,True,True,101,fixed holdout
X-GAT-DRL (Hybrid),ppo,23,843.0,,,,,,-0.00875641017429794,1.1928903148570844,0.1797828460610802,,,,,,20.0,True,0.0,0.0,0.0,0.0,0.6764295697212219,-0.00025333091616630554,0.07691018283367157,0.05767075717449188,1.609834611415863,0.0,4.453692197799683,0.11948581784963608,0.00970072252675891,0.1328125,15.599027156829834,0.47517503798007965,0.9159561991691589,1.0,0.08404377847909927,hybrid,True,True,101,fixed holdout
X-GAT-DRL (Hybrid),ppo,24,797.0,,,,,,-0.004092651791394532,1.2204216075004979,0.04966197040710929,1.0,-0.0,0.020469064807057347,-0.05109286448888184,0.36412258017120364,20.0,True,0.0,0.0,0.0,0.0,1.0682196915149689,-0.007668431848287582,0.17998632043600082,0.1293415054678917,2.4264999628067017,0.0,3.1500128507614136,0.0339796831831336,0.017193094827234745,0.171875,20.128113746643066,0.475132554769516,0.9766013622283936,1.0,0.02339858841150999,hybrid,True,True,101,fixed holdout
X-GAT-DRL (Hybrid),ppo,25,264.0,,,,,,-0.001135951580356018,0.8195605649423486,0.06189979366644516,,,,,,20.0,True,0.0,0.0037975654543807623,0.0,0.0,0.5462261080741883,-0.01624244563281536,0.16727108731865883,0.13199828043580056,1.2060858368873597,0.0,6.38811993598938,0.000902481417870149,0.005725850723683834,0.06875,11.436792087554931,0.47533048689365387,0.9993464171886444,1.0,0.0006535651627928019,hybrid,True,True,101,fixed holdout
X-GAT-DRL (Hybrid),ppo,26,287.0,,,,,,0.018885716909832068,0.8303114015286404,-0.012458702896327223,,,,,,20.0,True,0.0,0.008384553436781605,0.0,0.0,0.5857055286566416,-0.007129131505886714,0.20293011516332626,0.13492428014675775,1.0830601851145427,0.0,5.647999127705892,0.0,0.007475814626862605,0.08333333333333333,17.48545503616333,0.47553832828998566,1.0,1.0,0.0,hybrid,True,True,101,fixed holdout
X-GAT-DRL (Hybrid),ppo,27,486.0,,,,,,-0.004919525236776723,1.023398082375196,-0.022991097947908212,,,,,,20.0,True,0.0,0.000748862214508675,0.0,0.0,0.42546215653419495,0.017731420695781708,0.08333806321024895,0.06140755116939545,0.535904049873352,0.0,2.9540480375289917,0.13004080578684807,0.010120074730366468,0.109375,17.346435546875,0.47549310326576233,0.9100848436355591,1.0,0.0899151861667633,hybrid,True,True,101,fixed holdout
X-GAT-DRL (Hybrid),ppo,28,1045.0,,,,,,0.0021298295161530246,1.3492766312218094,0.362709673005,,,,,,20.0,True,0.0,0.0,0.0,0.0,0.37094181030988693,-0.004398070275783539,0.04194045625627041,0.036687035113573074,0.18106525391340256,0.0,2.070704460144043,0.008572846185415983,0.015100876800715923,0.1796875,19.75108051300049,0.47554391622543335,0.9940305054187775,1.0,0.005969480611383915,hybrid,True,True,101,fixed holdout
X-GAT-DRL (Hybrid),ppo,29,840.0,,,,,,-0.00605938732484976,1.245523688408664,0.15382636227418833,1.0,-0.0,0.01972540480299556,-0.05094064821813715,0.3557546211378373,20.0,True,0.0,0.0,0.0,0.0,0.4916279464960098,0.000872001051902771,0.09525145962834358,0.07908573001623154,0.33222098648548126,0.0,4.468042373657227,0.11274200305342674,0.013847040943801403,0.140625,27.102187156677246,0.47566482424736023,0.9201914072036743,1.0,0.0798085667192936,hybrid,True,True,101,fixed holdout
X-GAT-DRL (Hybrid),ppo,30,1169.0,,,,,,-0.021404614115377953,1.3530519717300815,-0.023732425230306387,,,,,,20.0,True,0.0,0.0,0.0,0.0,0.5616476535797119,0.0037269946187734604,0.14358701556921005,0.09233205020427704,0.7217543125152588,0.0,1.3319636583328247,0.0,0.01432261848822236,0.1953125,18.53420114517212,0.475693479180336,1.0,1.0,0.0,hybrid,True,True,101,fixed holdout
X-GAT-DRL (Hybrid),ppo,31,446.0,,,,,,0.008465937270746255,1.0173102885711447,0.393846203796672,,,,,,20.0,True,0.0,0.0,0.0,0.0,0.4706465154886246,0.014721646904945374,0.04843079671263695,0.030450746417045593,0.4250086843967438,0.0,2.436160445213318,0.11738303303718567,0.015636039432138205,0.1796875,28.297446250915527,0.4757050573825836,0.9186546206474304,1.0,0.08134543336927891,hybrid,True,True,101,fixed holdout
X-GAT-DRL (Hybrid),ppo,32,867.0,,,,,,-0.00559900453083183,1.218479638673217,0.2032780745929551,,,,,,20.0,True,0.0,0.0,0.0,0.0,0.5244752243161201,0.015134066110476851,0.059959820471704006,0.05506135616451502,1.070306047797203,0.0,4.892315864562988,0.1670522466301918,0.008380978368222713,0.08203125,19.120254039764404,0.4759756848216057,0.8815729022026062,1.0,0.11842706426978111,hybrid,True,True,101,fixed holdout
X-GAT-DRL (Hybrid),ppo,33,941.0,,,,,,-0.001255748783493453,1.2720005677492812,0.31556712661372954,,,,,,20.0,True,0.0,0.0,0.0,0.0,0.27885589748620987,-0.00139663927257061,0.034460865426808596,0.03386132139712572,0.36817657202482224,0.0,3.267753303050995,0.16561288759112358,0.0069774966686964035,0.08984375,13.172089099884033,0.47624680399894714,0.8827519416809082,1.0,0.11724805645644665,hybrid,True,True,101,fixed holdout
X-GAT-DRL (Hybrid),ppo,34,779.0,,,,,,-0.01661723191973812,1.145043694067755,0.06227539620629852,1.0,-0.0,0.01957577613120698,-0.05055809375574605,0.35590388399299305,20.0,True,0.0,0.0,0.0,0.0,0.6363777369260788,0.012167814187705517,0.10309046320617199,0.09795035980641842,1.3965761959552765,0.0,2.4151455760002136,0.017690087901428342,0.01042141579091549,0.140625,17.825252771377563,0.4763396456837654,0.9879724234342575,1.0,0.012027584481984377,hybrid,True,True,101,fixed holdout
X-GAT-DRL (Hybrid),ppo,35,1037.0,,,,,,-0.010167912692569243,1.323769696882369,0.2033472701980974,,,,,,20.0,True,0.0,0.0,0.0,0.0,0.3870302438735962,0.010822424665093422,0.053466327488422394,0.04639201983809471,0.31846384704113007,0.0,2.0928016901016235,0.012194973416626453,0.012327519711107016,0.1328125,18.834763526916504,0.47645244002342224,0.9916459619998932,1.0,0.008354030316695571,hybrid,True,True,101,fixed holdout
X-GAT-DRL (Hybrid),ppo,36,317.0,,,,,,0.018425934710684818,0.8935239264951872,0.11658785157019991,,,,,,20.0,True,0.0,0.0007254971409899835,0.0,0.0,0.2657669261097908,-0.0074482347117736936,0.08545263670384884,0.0563930575735867,0.24762687273323536,0.0,4.191186904907227,0.008131630369462073,0.006771647254936397,0.083984375,14.873789191246033,0.4767615273594856,0.9942745864391327,1.0,0.005725401104427874,hybrid,True,True,101,fixed holdout
X-GAT-DRL (Hybrid),ppo,37,657.0,,,,,,0.015244883242016493,1.1704043103494355,0.1408964625640602,,,,,,20.0,True,0.0,0.0,0.0,0.0,0.3766385813554128,-0.004471814880768458,0.10954958945512772,0.04336244737108549,0.5964783032735189,0.0,2.0161715547243753,0.031165717790524166,0.007949753664433956,0.1015625,16.390157222747803,0.4767063756783803,0.9788077076276144,1.0,0.02119230106472969,hybrid,True,True,101,fixed holdout
X-GAT-DRL (Hybrid),ppo,38,1099.0,,,,,,-0.01187496798119794,1.3135295287036493,0.4583246502485543,,,,,,20.0,True,0.0,0.0,0.0,0.0,0.22548705339431763,-0.002393081784248352,0.05364151857793331,0.04387190751731396,0.09170649945735931,0.0,1.935313642024994,0.0,0.007877456955611706,0.109375,14.735029697418213,0.4765276610851288,1.0,1.0,0.0,hybrid,True,True,101,fixed holdout
X-GAT-DRL (Hybrid),ppo,39,1442.0,,,,,,-0.007785400424704613,1.448651127503505,0.14062769195622093,1.0,-0.0,0.019614877911292572,-0.04852180433663755,0.36837767844310754,20.0,True,0.0,0.0,0.0,0.0,0.2263520210981369,-0.0026907119899988174,0.04919780045747757,0.044235834851861,0.06079922430217266,0.0,1.4313769340515137,0.0,0.009015116840600967,0.1015625,15.659608364105225,0.4763776957988739,1.0,1.0,0.0,hybrid,True,True,101,fixed holdout
X-GAT-DRL (Hybrid),ppo,40,1248.0,,,,,,-0.026646821331442083,1.3106776975168037,0.13766316092782016,,,,,,20.0,True,0.0,0.0,0.0,0.0,0.4882567524909973,0.002775873988866806,0.09164769947528839,0.08398531377315521,0.9106204211711884,0.0,1.6148359775543213,0.0,0.009841847233474255,0.15625,17.236745834350586,0.47626397013664246,1.0,1.0,0.0,hybrid,True,True,101,fixed holdout
X-GAT-DRL (Hybrid),ppo,41,619.0,,,,,,0.008122301252267108,1.1220482836680257,-0.02853094071431239,,,,,,20.0,True,0.0,0.0,0.0,0.0,0.36590802669525146,0.015174280852079391,0.12605053186416626,0.05323615297675133,0.3785587400197983,0.0,2.449334740638733,0.01402951031923294,0.008368701674044132,0.1171875,18.478074073791504,0.4761338084936142,0.990540474653244,1.0,0.0094595393165946,hybrid,True,True,101,fixed holdout
X-GAT-DRL (Hybrid),ppo,42,2156.0,,,,,,-0.011014373619248546,1.6089615763273348,0.036114073965985094,,,,,,20.0,True,0.0,0.0,0.0,0.0,0.3479798585176468,0.00128091499209404,0.03742833063006401,0.03173048608005047,0.18344362825155258,0.0,1.4293108582496643,0.0036202067276462913,0.012458079494535923,0.140625,23.169254302978516,0.476138636469841,0.9975600242614746,1.0,0.002439971431158483,hybrid,True,True,101,fixed holdout
X-GAT-DRL (Hybrid),ppo,43,1181.0,,,,,,-0.007778666285509181,1.3973358598142305,-0.05704005141028734,,,,,,20.0,True,0.0,0.0,0.0,0.0,0.30304181575775146,0.007948717102408409,0.036457184702157974,0.03026206512004137,0.06702060997486115,0.0,1.2700051665306091,0.0,0.01320329774171114,0.15625,21.071659088134766,0.47594626247882843,1.0,1.0,0.0,hybrid,True,True,101,fixed holdout
X-GAT-DRL (Hybrid),ppo,44,835.0,,,,,,-0.012689031511255135,1.2002213489929674,0.34531498839747543,1.0,-0.0,0.020389354365353274,-0.045928013866796236,0.3942781478850877,20.0,True,0.0,0.0,0.0,0.0,1.1168806105852127,-0.00791981816291809,0.1285647377371788,0.127707127481699,3.258714437484741,0.0,4.218207955360413,0.10142984241247177,0.00941424653865397,0.10546875,21.014848709106445,0.47563832998275757,0.9297781586647034,1.0,0.07022184133529663,hybrid,True,True,101,fixed holdout
X-GAT-DRL (Hybrid),ppo,45,1744.0,,,,,,-0.010580403244600186,1.527775854977919,-0.024050762484536303,,,,,,20.0,True,0.0,0.0,0.0,0.0,0.23746037110686302,-0.005244474392384291,0.06560864020138979,0.04864098131656647,0.13407128117978573,0.0,1.8658234477043152,0.003632376086898148,0.008206681814044714,0.09375,17.26897382736206,0.47480738908052444,0.9975632727146149,1.0,0.0024367491714656353,hybrid,True,True,101,fixed holdout
X-GAT-DRL (Hybrid),ppo,46,1437.0,,,,,,-0.012106084109867406,1.4105621170727416,0.3111364711296667,,,,,,20.0,True,0.0,0.0,0.0,0.0,0.31757502257823944,-0.003145284950733185,0.05987043306231499,0.04868347384035587,0.2784891724586487,0.0,1.4860464930534363,0.0,0.01049630856141448,0.1484375,21.423251152038574,0.4742656499147415,1.0,1.0,0.0,hybrid,True,True,101,fixed holdout
X-GAT-DRL (Hybrid),ppo,47,408.0,,,,,,-0.0009499461108204493,0.9602790027599524,0.3609539016834763,,,,,,20.0,True,0.0,0.0,0.0,0.0,0.26123812794685364,-0.010951809585094452,0.07029992714524269,0.06090567260980606,0.20830462872982025,0.0,2.906770706176758,0.08580706641077995,0.007606104481965303,0.078125,16.28855562210083,0.4740886837244034,0.9418711364269257,1.0,0.05812887102365494,hybrid,True,True,101,fixed holdout
X-GAT-DRL (Hybrid),ppo,48,687.0,,,,,,0.011392743193382317,1.2067143413512433,-0.9066383723620404,,,,,,20.0,True,0.0,0.0,0.0,0.0,0.2825104668736458,-0.006821490824222565,0.06837113481014967,0.030895800795406103,0.23101827129721642,0.0,1.9954420626163483,0.042988795787096024,0.009086406556889415,0.109375,19.13416600227356,0.4736967086791992,0.9712734967470169,1.0,0.028726540505886078,hybrid,True,True,101,fixed holdout
X-GAT-DRL (Hybrid),ppo,49,446.0,,,,,,0.013873999211611112,1.0613438057583138,0.6301117271624013,1.0,-0.0,0.020298002764742584,-0.04432112674396593,0.4041834427224337,20.0,True,0.0,0.0,0.0,0.0,0.25971338525414467,0.002849869430065155,0.04405978601425886,0.05057683400809765,0.2444797120988369,0.0,2.434317648410797,0.1175507977604866,0.007829786743968725,0.109375,18.47560214996338,0.4737732261419296,0.9208788871765137,1.0,0.07912113331258297,hybrid,True,True,101,fixed holdout
X-GAT-DRL (Hybrid),ppo,50,1691.0,,,,,,-0.01362152532807142,1.5104709588895475,0.09744529181673767,,,,,,20.0,True,0.0,0.0,0.0,0.0,0.31199008226394653,0.0017172694206237793,0.14387570321559906,0.060851339250802994,0.18461178243160248,0.0,1.9356979131698608,0.0022638081572949886,0.008702707011252642,0.125,19.82576274871826,0.47308449447155,0.9984242618083954,1.0,0.001575718924868852,hybrid,True,True,101,fixed holdout
X-GAT-DRL (Hybrid),ppo,51,728.0,,,,,,0.011180275371354596,1.2116910510304093,-0.12089286413054645,,,,,,20.0,True,0.0,0.0,0.0,0.0,0.35310129821300507,-0.013621672987937927,0.09809693321585655,0.0429728738963604,0.14999087899923325,0.0,1.8552050590515137,0.032653048634529114,0.011947177816182375,0.078125,24.74498176574707,0.47280874848365784,0.9785802364349365,1.0,0.021419775672256947,hybrid,True,True,101,fixed holdout
X-GAT-DRL (Hybrid),ppo,52,459.0,,,,,,-0.013314420804184253,0.993901291441856,0.09995124608208894,,,,,,20.0,True,0.0,0.0,0.0,0.0,0.2989199087023735,-0.0008233897387981415,0.11363612860441208,0.07259766757488251,0.19229412823915482,0.0,2.4826282262802124,0.13036750257015228,0.008722874335944653,0.1171875,18.465415954589844,0.4728217273950577,0.913732260465622,1.0,0.08626778796315193,hybrid,True,True,101,fixed holdout
X-GAT-DRL (Hybrid),ppo,53,1177.0,,,,,,-0.004253769848184454,1.3675036510806464,-0.2877397150675718,,,,,,20.0,True,0.0,0.0,0.0,0.0,0.3113114833831787,0.006846195086836815,0.03501434437930584,0.02662756759673357,0.24989483505487442,0.0,1.3152223825454712,0.0,0.011422474402934313,0.109375,29.70177459716797,0.4717552959918976,1.0,1.0,0.0,hybrid,True,True,101,fixed holdout
