,X-GAT-DRL (Hybrid),X-GAT-DRL (GRU),X-GAT-DRL (LSTM),1/N,GMV,HMM-GMV,GLASSO-GAT,TC-MAC,JM-MPC
2019-01-02,0.4742323183773508,0.4625591163133141,0.4511532883283418,0.0,0.5,0.2486813714371067,0.05548763463727045,0.09366740803698051,0.05000000000702909
2019-01-03,0.4750287428695944,0.46260490644218855,0.4513587724589989,0.0,0.5,0.24689137192807792,0.06812492277083329,0.07629066661700049,0.04999635411193898
2019-01-04,0.4738694010475363,0.46316179501750643,0.4504360729618361,0.0,0.5,0.24684075820331103,0.05451804066068616,0.03316365029366145,0.05022886153315746
2019-01-07,0.4726396491878694,0.4619825627758896,0.44969507541339554,0.0,0.5,0.24998705739475074,0.07622440645746037,0.05425154927127161,0.049498944599089406
2019-01-08,0.4715824869580659,0.4617951441789816,0.4504771078601052,0.0,0.5,0.249082120776486,0.05574875565193066,0.09670764113904633,0.049236408008015466
2019-01-09,0.4738232457131928,0.4617987552508783,0.45094766093725125,0.0,0.5,0.2484969311061906,0.06516782224636256,0.09819179274127673,0.048945486695437364
2019-01-10,0.47342680942267795,0.46192023406098126,0.4512258228678431,0.0,0.5,0.24756825321940354,0.08615278040554145,0.09424106077053683,0.048643150584604854
2019-01-11,0.475210802572345,0.4598751174589649,0.449482536049978,0.0,0.5,0.24031590303030387,0.09628506195337375,0.07910528993786274,0.048560071821079506
2019-01-14,0.46444729328948176,0.45020710694581056,0.4394994247683101,0.0,0.5,0.2228919960273469,0.07939896146290751,0.08480161158224535,0.04859727838053973
2019-01-15,0.4604194382252583,0.44532832798856753,0.4342158991163406,0.0,0.5,0.21560130772789715,0.0649669640006487,0.06096284436510724,0.048826960794535225
2019-01-16,0.438592889645195,0.4242180378013104,0.4134241144859782,0.0,0.5,0.19044470916001213,0.06904555692759831,0.09018633753806568,0.04857066325462084
2019-01-17,0.3538897143654337,0.3414862794659868,0.33168658954975666,0.0,0.5,0.11611869481959802,0.07269433681777066,0.07986189249196432,0.048403708568016304
