Date,HMM state 0,HMM state 1,Reference stress,Market phase,Window
2021-09-21,0.999624284692723,0.00037571530727701876,0,Bull,fixed holdout
2021-09-22,0.998649918838906,0.0013500811610939493,0,Bull,fixed holdout
2021-09-23,0.9995400223958157,0.00045997760418426726,0,Bull,fixed holdout
2021-09-24,0.9994638053323222,0.0005361946676778965,0,Bull,fixed holdout
2021-09-27,0.9997417610395395,0.0002582389604605274,0,Bull,fixed holdout
2021-09-28,0.8494586279354233,0.15054137206457682,0,Bull,fixed holdout
2021-09-29,0.9785314936875197,0.021468506312480304,0,Bull,fixed holdout
2021-09-30,0.9973842355231871,0.0026157644768128757,0,Bull,fixed holdout
2021-10-01,0.9948275702115145,0.005172429788485566,0,Bull,fixed holdout
2021-10-04,0.9968648752538566,0.003135124746143421,0,Bull,fixed holdout
2021-10-05,0.998801279207198,0.0011987207928021134,0,Bull,fixed holdout
2021-10-06,0.9993458450247249,0.0006541549752750703,0,Bull,fixed holdout
2021-10-07,0.9991818612869839,0.0008181387130160521,0,Bull,fixed holdout
2021-10-08,0.9994454982655692,0.0005545017344309038,0,Bull,fixed holdout
2021-10-11,0.9996233292291627,0.00037667077083730285,0,Bull,fixed holdout
2021-10-12,0.9996303991419231,0.0003696008580770052,0,Bull,fixed holdout
2021-10-13,0.9985013245720157,0.001498675427984328,0,Bull,fixed holdout
2021-10-14,0.996199407983009,0.0038005920169909557,0,Bull,fixed holdout
2021-10-15,0.9992958072900046,0.0007041927099953898,0,Bull,fixed holdout
2021-10-18,0.9996057039945438,0.0003942960054561416,0,Bull,fixed holdout
2021-10-19,0.9997173530965432,0.00028264690345685686,0,Bull,fixed holdout
2021-10-20,0.9997574787260787,0.000242521273921318,0,Bull,fixed holdout
2021-10-21,0.9997957043724802,0.00020429562751980842,0,Bull,fixed holdout
2021-10-22,0.9998536247381884,0.00014637526181162993,0,Bull,fixed holdout
2021-10-25,0.9998465109501471,0.00015348904985293163,0,Bull,fixed holdout
2021-10-26,0.9999062835110412,9.371648895888776e-05,0,Bull,fixed holdout
2021-10-27,0.999889417727851,0.00011058227214901656,0,Bull,fixed holdout
2021-10-28,0.9998045137825827,0.00019548621741723396,0,Bull,fixed holdout
2021-10-29,0.9998375429435983,0.0001624570564017745,0,Bull,fixed holdout
2021-11-01,0.9998106016796992,0.00018939832030087924,0,Bull,fixed holdout
2021-11-02,0.9999001514040626,9.98485959373854e-05,0,Bull,fixed holdout
2021-11-03,0.9999216861359149,7.831386408511355e-05,0,Bull,fixed holdout
2021-11-04,0.9999218525994683,7.814740053168709e-05,0,Bull,fixed holdout
2021-11-05,0.9997623593342749,0.00023764066572511076,0,Bull,fixed holdout
2021-11-08,0.9999223632644234,7.763673557658674e-05,0,Bull,fixed holdout
2021-11-09,0.9999353491128341,6.46508871659268e-05,0,Bull,fixed holdout
2021-11-10,0.9980466437567288,0.0019533562432711296,0,Bull,fixed holdout
2021-11-11,0.9996374881302315,0.00036251186976852867,0,Bull,fixed holdout
2021-11-12,0.9997879897043175,0.0002120102956824966,0,Bull,fixed holdout
2021-11-15,0.9997978343795847,0.00020216562041527314,0,Bull,fixed holdout
2021-11-16,0.9998639587148855,0.00013604128511444447,0,Bull,fixed holdout
2021-11-17,0.9998961818105176,0.0001038181894824267,0,Bull,fixed holdout
2021-11-18,0.9999183161497869,8.168385021313317e-05,0,Bull,fixed holdout
2021-11-19,0.9999132391674727,8.676083252738289e-05,0,Bull,fixed holdout
2021-11-22,0.9995434139588085,0.0004565860411914774,0,Bull,fixed holdout
2021-11-23,0.9998787078336231,0.00012129216637692252,0,Bull,fixed holdout
2021-11-24,0.9998784134179488,0.00012158658205117707,0,Bull,fixed holdout
2021-11-26,0.4964105906152066,0.5035894093847934,0,Bull,fixed holdout
2021-11-29,0.7930588972131709,0.20694110278682917,0,Bull,fixed holdout
2021-11-30,0.7697460190438244,0.2302539809561756,0,Bull,fixed holdout
2021-12-01,0.9136691037288357,0.0863308962711644,0,Bull,fixed holdout
2021-12-02,0.7610054910521468,0.23899450894785326,0,Bull,fixed holdout
2021-12-03,0.8904536377888544,0.1095463622111455,0,Bull,fixed holdout
2021-12-06,0.9277419204998457,0.07225807950015417,0,Bull,fixed holdout
2021-12-07,0.5432451503555806,0.4567548496444194,0,Bull,fixed holdout
2021-12-08,0.7262953363593008,0.2737046636406993,0,Bull,fixed holdout
2021-12-09,0.5320093659015698,0.46799063409843017,0,Bull,fixed holdout
2021-12-10,0.7284335018776528,0.2715664981223473,0,Bull,fixed holdout
2021-12-13,0.89843562005703,0.10156437994296995,0,Bull,fixed holdout
2021-12-14,0.9312447012867499,0.06875529871325012,0,Bull,fixed holdout
2021-12-15,0.9511072971890514,0.04889270281094851,0,Bull,fixed holdout
2021-12-16,0.9863853176485631,0.013614682351436971,0,Bull,fixed holdout
2021-12-17,0.9967761677854214,0.003223832214578583,0,Bull,fixed holdout
2021-12-20,0.9938225592719405,0.006177440728059514,0,Bull,fixed holdout
2021-12-21,0.9449092757801782,0.0550907242198218,0,Bull,fixed holdout
2021-12-22,0.935690118243559,0.06430988175644113,0,Bull,fixed holdout
2021-12-23,0.9804323073554259,0.019567692644574208,0,Bull,fixed holdout
2021-12-27,0.9806949864799054,0.019305013520094658,0,Bull,fixed holdout
2021-12-28,0.9943965825226697,0.005603417477330292,0,Bull,fixed holdout
2021-12-29,0.9980127554755073,0.0019872445244927322,0,Bull,fixed holdout
2021-12-30,0.998994077053259,0.0010059229467409229,0,Bull,fixed holdout
2021-12-31,0.9993437788735579,0.000656221126442133,0,Bull,fixed holdout
2022-01-03,0.9994648654930702,0.0005351345069297208,0,Bull,fixed holdout
2022-01-04,0.9996751148514236,0.0003248851485764999,0,Bull,fixed holdout
2022-01-05,0.7325830275218372,0.26741697247816265,0,Bull,fixed holdout
2022-01-06,0.9359694735831438,0.06403052641685625,0,Bull,fixed holdout
2022-01-07,0.9887210733512007,0.011278926648799262,0,Bull,fixed holdout
2022-01-10,0.9981777945514237,0.0018222054485762726,0,Bull,fixed holdout
2022-01-11,0.9814976855343578,0.01850231446564226,0,Bull,fixed holdout
2022-01-12,0.994919871907618,0.005080128092381964,0,Bull,fixed holdout
2022-01-13,0.993239978276448,0.006760021723552002,0,Bull,fixed holdout
2022-01-14,0.9978978224622888,0.002102177537711336,0,Bull,fixed holdout
2022-01-18,0.8753927474758023,0.12460725252419777,0,Bull,fixed holdout
2022-01-19,0.9699735016165333,0.030026498383466677,0,Bull,fixed holdout
2022-01-20,0.9910200084613775,0.008979991538622502,0,Bull,fixed holdout
2022-01-21,0.9948159765900547,0.00518402340994519,0,Sideways,fixed holdout
2022-01-24,0.9988582783183237,0.0011417216816763003,0,Bull,fixed holdout
2022-01-25,0.9989179417444234,0.0010820582555765932,0,Sideways,fixed holdout
2022-01-26,0.9974549435349497,0.002545056465050302,0,Sideways,fixed holdout
2022-01-27,0.9991704201185487,0.0008295798814513186,0,Sideways,fixed holdout
2022-01-28,0.9804079932807457,0.0195920067192543,1,Bull,fixed holdout
